utc (ms),lat (deg),lon (deg),speed (m/s),alt (m),heading (deg),satellites,accel x (m/s²),accel y (m/s²),accel z (m/s²),gyro x (deg/s),gyro y (deg/s),gyro z (deg/s),g_lon,g_lat,g_total,braking
1617530430000,50.3021469,4.6560190,8.75,263.2,340.95,19,-0.147,3.218,9.957,2.929,-0.143,0.786,-0.015,-0.328,0.328,0
1617530430000,50.3021494,4.6560175,8.73,263.2,340.06,19,-0.304,4.130,10.722,3.000,-0.143,1.286,-0.031,-0.421,0.422,0
1617530430000,50.3021518,4.6560161,8.72,263.2,339.17,19,-0.147,4.591,10.261,4.571,-0.964,1.607,-0.015,-0.468,0.468,0
1617530430000,50.3021542,4.6560146,8.71,263.2,338.28,19,-0.608,3.826,10.575,4.786,-1.929,2.000,-0.062,-0.390,0.395,1
1617530430000,50.3021566,4.6560131,8.69,263.2,337.38,19,0.000,3.826,10.418,1.179,-1.857,56.893,0.000,-0.390,0.390,0
1617530430166,50.3021589,4.6560113,8.65,263.2,336.43,19,-0.147,3.826,9.496,0.357,-2.107,1.643,-0.015,-0.390,0.390,0
1617530430333,50.3021611,4.6560095,8.61,263.2,335.47,19,-0.147,4.287,9.496,1.500,-2.929,1.821,-0.015,-0.437,0.437,0
1617530430500,50.3021634,4.6560077,8.57,263.2,334.52,19,0.451,3.365,9.349,-0.286,-3.821,1.821,0.046,-0.343,0.346,0
1617530430666,50.3021656,4.6560059,8.53,263.2,333.56,19,1.069,3.522,9.349,-1.321,-4.429,57.357,0.109,-0.359,0.375,0
1617530430833,50.3021678,4.6560041,8.49,263.2,332.61,19,0.451,3.522,9.810,2.464,-4.036,57.250,0.046,-0.359,0.362,0
1617530431000,50.3021701,4.6560023,8.45,263.2,331.65,19,0.147,3.826,10.114,4.571,-4.607,57.036,0.015,-0.390,0.390,0
1617530431000,50.3021722,4.6560002,8.46,263.2,330.74,19,0.000,4.444,10.114,4.536,-3.464,1.679,0.000,-0.453,0.453,0
1617530431000,50.3021744,4.6559980,8.47,263.2,329.84,19,0.451,3.983,10.261,3.143,-1.643,1.071,0.046,-0.406,0.409,0
1617530431000,50.3021765,4.6559959,8.48,263.2,328.93,19,0.304,3.679,10.114,0.857,-0.714,1.000,0.031,-0.375,0.376,0
1617530431000,50.3021787,4.6559938,8.50,263.2,328.03,19,0.451,3.983,9.957,-1.214,-0.679,1.214,0.046,-0.406,0.409,0
1617530431000,50.3021808,4.6559916,8.51,263.2,327.12,19,0.912,3.826,9.810,-0.500,-1.107,1.143,0.093,-0.390,0.401,0
1617530431000,50.3021830,4.6559895,8.52,263.2,326.21,19,0.608,3.522,9.496,0.643,-1.000,1.393,0.062,-0.359,0.364,0
1617530431000,50.3021850,4.6559870,8.52,263.2,325.33,19,0.608,3.365,9.349,-0.536,-0.321,1.214,0.062,-0.343,0.349,0
1617530431000,50.3021870,4.6559846,8.51,263.2,324.45,19,0.304,3.522,9.192,3.071,-0.643,0.571,0.031,-0.359,0.360,0
1617530431000,50.3021890,4.6559821,8.51,263.2,323.57,19,0.765,3.679,9.810,-1.571,-1.357,1.250,0.078,-0.375,0.383,0
1617530431000,50.3021910,4.6559797,8.51,263.2,322.70,19,1.226,3.983,9.810,6.679,-1.929,1.821,0.125,-0.406,0.425,0
1617530431000,50.3021930,4.6559773,8.50,263.2,321.82,19,1.226,4.287,9.810,2.286,-2.107,1.964,0.125,-0.437,0.455,0
1617530431000,50.3021950,4.6559748,8.50,263.2,320.94,19,1.530,4.130,9.496,0.393,-2.000,1.893,0.156,-0.421,0.449,0
1617530431000,50.3021968,4.6559720,8.52,263.2,319.89,19,1.069,3.826,9.957,-1.750,-1.500,1.536,0.109,-0.390,0.405,0
1617530431000,50.3021987,4.6559692,8.54,263.2,318.85,19,1.226,3.679,9.653,-0.393,-1.571,1.607,0.125,-0.375,0.395,0
1617530431000,50.3022005,4.6559665,8.55,263.2,317.81,19,1.373,3.061,9.496,2.393,-2.036,1.214,0.140,-0.312,0.342,0
1617530431000,50.3022023,4.6559637,8.57,263.2,316.76,19,1.678,3.218,9.349,4.143,-2.107,1.214,0.171,-0.328,0.370,0
1617530431000,50.3022042,4.6559609,8.59,263.2,315.72,19,1.678,3.679,9.349,4.143,-2.250,1.500,0.171,-0.375,0.412,0
1617530431000,50.3022060,4.6559581,8.61,263.2,314.68,19,1.530,3.826,9.035,6.321,-2.571,57.179,0.156,-0.390,0.420,0
1617530431000,50.3022077,4.6559550,8.65,263.2,313.81,19,1.226,3.826,9.349,5.964,-2.143,57.643,0.125,-0.390,0.410,0
1617530431000,50.3022094,4.6559519,8.69,263.2,312.95,19,1.834,3.826,9.349,2.000,-1.250,57.036,0.187,-0.390,0.433,0
1617530431000,50.3022111,4.6559488,8.72,263.2,312.09,19,1.373,3.679,9.810,1.179,-0.393,57.000,0.140,-0.375,0.400,0
1617530431000,50.3022128,4.6559456,8.76,263.2,311.23,19,1.373,3.983,9.192,2.107,0.107,57.107,0.140,-0.406,0.429,0
1617530431000,50.3022145,4.6559425,8.80,263.3,310.37,19,1.530,4.130,9.957,4.214,0.464,56.964,0.156,-0.421,0.449,0
1617530431000,50.3022162,4.6559394,8.84,263.3,309.51,19,1.373,4.591,9.957,3.500,0.929,57.464,0.140,-0.468,0.488,0
1617530431333,50.3022178,4.6559360,8.85,263.2,308.63,19,1.069,3.983,9.957,1.500,0.464,57.929,0.109,-0.406,0.420,0
1617530431666,50.3022193,4.6559327,8.87,263.2,307.75,19,1.373,4.444,9.810,-0.750,-0.107,58.071,0.140,-0.453,0.474,0
1617530432000,50.3022209,4.6559293,8.88,263.2,306.87,19,1.678,4.287,9.653,0.750,-0.786,58.250,0.171,-0.437,0.469,0
1617530432000,50.3022224,4.6559258,8.92,263.2,305.92,19,2.139,3.061,10.879,1.429,-0.821,57.893,0.218,-0.312,0.381,0
1617530432000,50.3022239,4.6559223,8.97,263.2,304.97,19,2.296,3.218,9.810,1.929,-0.929,57.464,0.234,-0.328,0.403,0
1617530432000,50.3022254,4.6559188,9.01,263.2,304.02,19,2.453,3.679,9.957,5.000,-1.321,57.857,0.250,-0.375,0.451,0
1617530432000,50.3022268,4.6559151,9.06,263.2,303.14,19,1.678,3.826,9.653,-2.286,-1.036,58.000,0.171,-0.390,0.426,0
1617530432000,50.3022281,4.6559113,9.10,263.2,302.26,19,1.834,4.591,9.957,6.071,-1.464,58.107,0.187,-0.468,0.504,0
1617530432000,50.3022295,4.6559076,9.15,263.2,301.38,19,1.373,4.287,9.957,4.143,-1.964,57.893,0.140,-0.437,0.459,0
1617530432000,50.3022309,4.6559039,9.20,263.2,300.50,19,1.226,4.130,9.496,-0.821,-2.000,58.250,0.125,-0.421,0.439,0
1617530432000,50.3022322,4.6559001,9.24,263.2,299.62,19,1.834,4.130,9.957,-1.393,-3.250,58.107,0.187,-0.421,0.461,0
1617530432000,50.3022336,4.6558964,9.29,263.2,298.74,19,1.834,4.287,9.957,3.000,-3.250,57.679,0.187,-0.437,0.475,0
